about,address,email,facebook,friday_dinner,friday_lunch,friday_tables,instagram,mon_thu_dinner,mon_thu_lunch,mon_thu_tables,name,pdf_urls,phone,saturday_dinner,saturday_lunch,saturday_tables,slug,sunday_dinner,sunday_lunch,sunday_tables,url,videos,website
"Resorts World Sentosa Ballroom / Function Rooms Let your happily ever after begin with the wedding of your dreams at Resorts World Sentosa. From intimate celebrations to one-of-a-kind dinners, our passionate Wedding Consultants are here to help make your wedding wishes come true. Have a ball at the Resorts World Ballroom. With its impressive reception foyer and majestic high ceilings, you can have the grand walk-in you’ve always dreamed of. If you’re dreaming of an elegant gathering, why not toast to your love with your nearest and dearest at our column-free Resorts World Function Rooms that are both stylish and glamourous. And whether you choose to have a traditional Chinese banquet or a modern multi-course Western dinner, rest assured that our culinary team will treat your guests to a truly indulgent dining experience. Celebrate your union with a day of unforgettable memories at Resorts World Sentosa. Capacity Resorts World Ballroom: 350 - 1,960 pax Resorts World Function Rooms: 150 ","8 Sentosa Gateway, Sentosa",weddings@RWSentosa.com,https://www.facebook.com/ResortsWorldatSentosa/,$2384–$2504,$2264–$2384,15–196,https://www.instagram.com/rwsentosa/?hl=en,$2264–$2504,$2264–$2384,15–196,"Resorts World Sentosa, Convention Centre","[""https://singaporebrides.com/d/system/documents/contents/000/001/239/original/%28RWS%29_Resorts_World_Convention_Centre_Wedding_Packages_2025.pdf?1745225007"", ""https://singaporebrides.com/d/system/documents/contents/000/001/262/original/%28RWS%29_Solemnization_Packages_2025.pdf?1745225012""]",6577 6868,$2384–$2504,$2264–$2384,15–196,resorts-world-sentosa-convention-centre,$2264–$2504,$2264–$2384,15–196,https://singaporebrides.com/d/resorts-world-sentosa-convention-centre/,,https://www.rwsentosa.com/en/meetings/weddings-social-events
"Equarius Hotel / Ocean Gallery Seal your love in spectacular settings – from sensational sunsets to grand ballrooms – at Resorts World Sentosa. Whether you’re dreaming of a sophisticated solemnisation or a glamorous celebration, our dedicated Wedding Consultants are passionate about turning it into reality. Celebrate your union surrounded by all of nature’s glory at Equarius Hotel. The ballroom’s elegant balconies stretch into a lush forest vista to create the perfect backdrop for your ceremony while the Saffron Room lets you bask in the beauty of vibrant tropical greenery with its panoramic views. For a more intimate experience, enchant your guests with a whimsical garden wedding at the hotel’s sprawling Glass Pavilion and Lawn that is sure to delight with its idyllic alfresco atmosphere. If your wish is for a fairytale wedding, why not whisk your loved ones away to a spellbinding soirée under the sea and say “I do” in the presence of 40,000 marine animals at S.E.A. Aquarium’s Ocean G","8 Sentosa Gateway, Sentosa",weddings@RWSentosa.com,https://www.facebook.com/ResortsWorldatSentosa/,$2623–$2743,$2384–$2504,8–52,https://www.instagram.com/rwsentosa/?hl=en,$2504–$2743,$2264–$2504,8–52,"Resorts World Sentosa, Equarius Hotel","[""https://singaporebrides.com/d/system/documents/contents/000/001/156/original/%28RWS%29_Ocean_Gallary___Equarius_Hotel_Wedding_Packages_2025-2026.pdf?1770966484"", ""https://singaporebrides.com/d/system/documents/contents/000/001/657/original/%28RWS%29_Universal_Studios_Singapore_Wedding_Packages_2025.pdf?1770963850""]",6577 6868,$2623–$2743,$2384–$2504,8–52,resorts-world-sentosa-equarius-hotel,$2504–$2743,$2264–$2504,8–52,https://singaporebrides.com/d/resorts-world-sentosa-equarius-hotel/,,https://www.rwsentosa.com/en/meetings/weddings-social-events
"Equarius Hotel / Ocean Gallery Seal your love in spectacular settings – from sensational sunsets to grand ballrooms – at Resorts World Sentosa. Whether you’re dreaming of a sophisticated solemnisation or a glamorous celebration, our dedicated Wedding Consultants are passionate about turning it into reality. Celebrate your union surrounded by all of nature’s glory at Equarius Hotel. The ballroom’s elegant balconies stretch into a lush forest vista to create the perfect backdrop for your ceremony while the Saffron Room lets you bask in the beauty of vibrant tropical greenery with its panoramic views. For a more intimate experience, enchant your guests with a whimsical garden wedding at the hotel’s sprawling Glass Pavilion and Lawn that is sure to delight with its idyllic alfresco atmosphere. If your wish is for a fairytale wedding, why not whisk your loved ones away to a spellbinding soirée under the sea and say “I do” in the presence of 40,000 marine animals at S.E.A. Aquarium’s Ocean G","8 Sentosa Gateway, Sentosa",weddings@RWSentosa.com,https://www.facebook.com/ResortsWorldatSentosa/,$3693–$3813,,20–26,https://www.instagram.com/rwsentosa/?hl=en,$3573–$3813,,15–26,"Resorts World Sentosa, S.E.A. Aquarium","[""https://singaporebrides.com/d/system/documents/contents/000/001/156/original/%28RWS%29_Ocean_Gallary___Equarius_Hotel_Wedding_Packages_2025-2026.pdf?1770966484"", ""https://singaporebrides.com/d/system/documents/contents/000/001/657/original/%28RWS%29_Universal_Studios_Singapore_Wedding_Packages_2025.pdf?1770963850""]",6577 6868,$3693–$3813,,20–26,resorts-world-sentosa-equarius-hotel,$3573–$3813,,15–26,https://singaporebrides.com/d/resorts-world-sentosa-equarius-hotel/,,https://www.rwsentosa.com/en/meetings/weddings-social-events
,25 Scotts Road,bqt@royalplaza.com.sg,,$2254–$2384,$1655–$1904,6–11,,$1655–$1904,$1655–$1904,6–11,Royal Plaza on Scotts,,6589 7714,$2254–$2384,$2254–$2384,6–11,,$2014–$2144,$2254–$2384,6–11,,,
,101 Seletar Club Road,banquets@seletarclub.com.sg,,$1664–$1664,$1305–$1305,8–24,,$1424–$1424,$1185–$1185,8–24,Seletar Country Club,,6486 0872,$1664–$1664,$1305–$1305,8–24,,$1664–$1664,$1305–$1305,8–24,,,
,27 Bukit Manis Road,sgc_sales@sentosagolf.com,,$1964–$2563,$1664–$1904,10–23,,$1964–$2563,$1664–$1904,10–23,Sentosa Golf Club,,6373 7135 / 6373 7155,$2084–$2683,$1784–$2024,10–23,,$2024–$2623,$1724–$1964,10–23,,,
,22 Kensington Park Road,banquetsales@sgcc.com.sg,,$1664–$1664,$1664–$1664,12–50,,$1424–$1424,$1424–$1424,12–50,Serangoon Gardens Country Club,,6398 5365,$1664–$1664,$1664–$1664,12–50,,$1664–$1664,$1664–$1664,12–50,,,
"Weddings by the Sea The perfect wedding requires an enchanting location and an experienced team to put it together. As the only beachfront resort in Singapore, Shangri-La Rasa Sentosa offers a unique location for a Wedding by the Sea. Couples may hold a memorable solemnisation by the waterfront with the sunset as their backdrop or celebrate their matrimony at the large outdoor venue by the waterfront. The Horizon Pavilion with floor-to-ceiling windows offers an alternative indoor option in air-conditioned comfort, complete with a panoramic view of the sea. Capacity: 80 - 360 Pax Our team of professional wedding planners will walk with you every step of the way to create a truly memorable Wedding by the Sea.","101 Siloso Road, Sentosa",weddings.sen@shangri-la.com,https://www.facebook.com/rasasentosa/,$2432–$2974,$2312–$2734,8–36,https://www.instagram.com/rasasentosa/,$2432–$2974,$2312–$2734,8–36,"Shangri-La Rasa Sentosa, Singapore","[""https://singaporebrides.com/d/system/documents/contents/000/001/118/original/2026_SEN_Elegance_Enchantment_Wedding_Packages_2026-2027.pdf?1768195749"", ""https://singaporebrides.com/d/system/documents/contents/000/001/192/original/2026_SEN_Elegance_Family-Style_Wedding_Package_2026-2027.pdf?1768195781"", ""https://singaporebrides.com/d/system/documents/contents/000/001/580/original/2026_SEN_Exquisite_Wedding_Package_2026-2027.pdf?1768195806"", ""https://singaporebrides.com/d/system/documents/contents/000/001/581/original/2026_SEN_Exquisite_Family-Style_Wedding_Package_2026-2027.pdf?1768195829""]",6371 2985,$2432–$2974,$2312–$2734,8–36,shangri-la-rasa-sentosa-singapore,$2432–$2974,$2312–$2734,8–36,https://singaporebrides.com/d/shangri-la-rasa-sentosa-singapore/,,http://www.shangri-la.com
"F ind the perfect celebration with our diverse range of venues that will be the backdrop for a celebration to remember at Shangri-La Singapore. Our grand, pillar-less Island Ballroom can host up to 1,000 guests. For intimate weddings, our Tower Ballroom is perfect to host 250 to 500 guests. Exchange vows amidst the lush greenery of the Banyan Deck for an elegant solemnisation or embrace the heritage charm of the Dutch Pavilion for a more intimate wedding. Let us make your dream wedding come to life.",22 Orange Grove Road,perfectcelebrations.sls@shangri-la.com,,$2623–$3223,$2384–$2623,6–100,https://www.instagram.com/shangrilasg/,$2623–$3223,$2384–$2623,6–100,Shangri-La Singapore,"[""https://singaporebrides.com/d/system/documents/contents/000/001/419/original/SG_Brides_2025_Ballroom_Lunch.pdf?1718244578"", ""https://singaporebrides.com/d/system/documents/contents/000/001/421/original/2025_Ballroom_Dinner.pdf?1729220736"", ""https://singaporebrides.com/d/system/documents/contents/000/001/423/original/SG_Brides_2025_Azalea_Lunch_and_Dinner.pdf?1723618837"", ""https://singaporebrides.com/d/system/documents/contents/000/001/425/original/2025_Dutch_Pavilion_Lunch_and_Dinner.pdf?1729220755"", ""https://singaporebrides.com/d/system/documents/contents/000/001/525/original/2026_Ballroom_Lunch.pdf?1742267969"", ""https://singaporebrides.com/d/system/documents/contents/000/001/526/original/2026_Ballroom_Dinner.pdf?1742267985"", ""https://singaporebrides.com/d/system/documents/contents/000/001/524/original/2026_Azalea_Lunch_and_Dinner.pdf?1742267911"", ""https://singaporebrides.com/d/system/documents/contents/000/001/527/original/2026_Dutch_Pavilion_Lunch_and_Dinner.pdf?1742268016"", ""https://singaporebrides.com/d/system/documents/contents/000/001/426/original/The_Orchid_-_ROM.pdf?1718244734""]",6213 4339,$2623–$3223,$2384–$2623,6–100,shangri-la-singapore,$2623–$3223,$2384–$2623,6–100,https://singaporebrides.com/d/shangri-la-singapore/,,https://www.shangri-la.com/singapore/shangrila/weddings-celebrations/
"G etting married is not just a formality, it marks the beginning of the rest of your lives together. This is probably the most important day of your life, so let Sheraton Towers Singapore Hotel help you make it the perfect celebration of forever! Making The Choices Located along an enclave of the city centre, Sheraton Towers Singapore Hotel is the perfect location for you to start planning your day. We offer you a myriad of choices from venue options, menu items and themed ambiences, to make your wedding uniquely yours. The Choice of Space Take in the serene surroundings while you celebrate and solemnize your marriage by the lush waterfalls. This close-to-nature setting provides an intimate space for up to 25 of your guests. The unique L-shaped ballroom is pillar-less, making it the perfect way to create a grand entrance no one will forget. It also provides everyone with a flawless view of the stage. The entire space can seat 420 people, but if you prefer to host a more intimate affair",39 Scotts Road,weddings@sheratonsingapore.com,https://www.facebook.com/SheratonTowersSingapore/,$2444–$2444,$2144–$2144,10–40,https://www.instagram.com/sheratontowerssg/,$2144–$2144,$2144–$2144,10–40,Sheraton Towers Singapore,"[""https://singaporebrides.com/d/system/documents/contents/000/001/329/original/Solemnisation_Package.pdf?1768463651"", ""https://singaporebrides.com/d/system/documents/contents/000/001/283/original/Wedding_Packages.pdf?1768463659"", ""https://singaporebrides.com/d/system/documents/contents/000/001/622/original/Intimate_Wedding_Package.pdf?1768463667"", ""https://singaporebrides.com/d/system/documents/contents/000/001/394/original/Wedding_Menu_2025.pdf?1737967363""]",6839 5832,$2444–$2444,$2144–$2144,10–40,sheraton-towers-singapore,$2444–$2444,$2144–$2144,10–40,https://singaporebrides.com/d/sheraton-towers-singapore/,,http://www.sheratontowerssingapore.com/
,"Level 35, 333 Orchard Road, Hilton Singapore Orchard, Singapore 238867",shisenhanten@ouerestaurants.com,,$2734–$2734,$2374–$2374,10–12,,$2734–$2734,$2374–$2374,10–12,Shisen Hanten,,6831 6262,$2734–$2734,$2374–$2374,10–12,,$2734–$2734,$2374–$2374,10–12,,,
,"80 Raffles Place, #60-01 UOB Plaza 1",top@sichuandouhua.com,,$1784–$2374,$1784–$2374,10–24,,$1784–$2374,$1784–$2374,10–24,Si Chuan Dou Hua Restaurant at Top of UOB Plaza,,6535 6006,$1784–$2374,$1784–$2374,10–24,,$1784–$2374,$1784–$2374,10–24,,,
"T ake the first step towards the wedding of your dreams at Singapore Marriott Tang Plaza Hotel. We understand that wedding celebrations require perfection, from elegant setups to gastronomic masterpieces to your special day, and we are here to transform your dreams into reality. Add these to our strategic location, elegant themes and bespoke service by our wedding planners, and you are ready for happily ever after. Singapore Marriott Tang Plaza Hotel ticks all the boxes for that perfect wedding. Strategic location. Conveniently located in heart of Orchard Road with Orchard MRT Station at its doorsteps, this award-winning hotel will pamper you and your guests with unrivalled accessibility and convenience. Diversity of event spaces and wedding themes. Whether you are hosting an intimate solemnisation, a close-knitted wedding lunch or a lavish wedding dinner for 500 guests, we have a diversity of event spaces and wedding themes that will meet your needs. Our elegant, pillarless Grand Ball",320 Orchard Road,mhrs.sindt.sales@marriotthotels.com,https://www.facebook.com/SingaporeMarriottTangPlazaHotel/reviews/,$2384–$2839,,25–45,https://www.instagram.com/singaporemarriott/,,,–,Singapore Marriott Tang Plaza Hotel,"[""https://singaporebrides.com/d/system/documents/contents/000/001/520/original/Singapore_Marriott_Tang_Plaza_Hotel_-_Grand_Ballroom_Wedding_Dinner_Package_%28Saturday___PH%29_2026.pdf?1769656427"", ""https://singaporebrides.com/d/system/documents/contents/000/001/521/original/Singapore_Marriott_Tang_Plaza_Hotel_-_Grand_Ballroom_Wedding_Dinner_Package_%28Friday_and_Sunday%29_2026.pdf?1769656412"", ""https://singaporebrides.com/d/system/documents/contents/000/001/523/original/Singapore_Marriott_Tang_Plaza_Hotel_-_Grand_Ballroom_Wedding_Lunch_Package_2026.pdf?1769656471"", ""https://singaporebrides.com/d/system/documents/contents/000/001/658/original/Singapore_Marriott_Tang_Plaza_Hotel_-_Grand_Ballroom_Wedding_Dinner_Package_%28Saturday%29_2027_FINAL.pdf?1770965354"", ""https://singaporebrides.com/d/system/documents/contents/000/001/659/original/Singapore_Marriott_Tang_Plaza_Hotel_-_Grand_Ballroom_Wedding_Dinner_Package_%28Friday_and_Sunday%29_2027_FINAL.pdf?1770965374"", ""https://singaporebrides.com/d/system/documents/contents/000/001/660/original/Singapore_Marriott_Tang_Plaza_Hotel_-_Grand_Ballroom_Wedding_Lunch_Package_2027_FINAL.pdf?1770965392""]",6831 4769,$2384–$2839,$2084–$2839,25–45,singapore-marriott-tang-plaza-hotel,$2384–$2839,$2084–$2839,25–45,https://singaporebrides.com/d/singapore-marriott-tang-plaza-hotel/,,http:/www.singaporemarriott.com/weddings
,"Connaught Dr, B",banquet.fnb@src.org.sg,,$1424–$1904,$1424–$1904,9–22,,$1424–$1904,$1424–$1904,9–22,Singapore Recreation Club,,6595 0500,$1424–$1904,$1424–$1904,9–22,,$1424–$1904,$1424–$1904,9–22,,,
,45 Tanjong Rhu Rd,banquet@sswimclub.org.sg,,$1415–$1424,$1077–$1424,20–40,,$1077–$1424,$1077–$1424,20–40,Singapore Swimming Club,,6916 4031 | 6342 3675,$1415–$1424,$1077–$1424,20–40,,$1415–$1424,$1077–$1424,20–40,,,
"Where inspiring comes alive. Sky Garden is an event space at iFly Singapore rooftop where dream weddings and inspiring events come alive. Excite your senses and transform your special occasion into an extravagant celebration basking in a mesmerizing sunset and spectacular fireworks. Located above the iFly Singapore building, we offer stylish indoor spaces as well as a breezy rooftop alfresco area allowing you to soak in the true island life. Luxuriate in panoramic sea view and breathe in the tranquillity of nature with our outdoor garden terrace. Perfect for friendly get together for more personalized and intimate celebrations, Sky Garden offers a unique and customised experience that is sure to surpass your expectations. Revel in the luxurious top views at Sky Garden overlooking the panoramic city view and also a glimpse of island life. Bring your event to a whole new level and leave your guests enthralled with each new event that you plan. Each experience is tailored to suit the occa",43 Siloso Beach Walk,info@skygardensentosa.com,,$2134–$2614,$2134–$2614,12–16,,$2014–$2494,$1894–$2374,10–16,Sky Garden Sentosa,,6571 0002,$2254–$2734,$2254–$2734,12–16,sky-garden-sentosa,$2134–$2614,$2134–$2614,12–16,https://singaporebrides.com/d/sky-garden-sentosa/,,https://skygardensentosa.com/
"BESPOKE WEDDINGS AT SOFITEL SINGAPORE CITY CENTRE From multi-faceted venues to custom catering by the award-winning culinary brigades from Racines, Sofitel Singapore City Centre provides all of the elements necessary for enchanting wedding celebrations. We specialise in crafting bespoke experiences, from intimate solemnisations with family and friends to lavish banquets of up to 340 guests. Every wedding should be unique as no two fairy-tales are the same. At Sofitel Singapore City Centre, we are committed to curating the most unforgettable wedding experience for every couple. Look forward to lavish affairs complemented by Sofitel’s cousu main service with French flair. The Address Ideally located in the heart of the city with direct access to Tanjong Pagar MRT, Sofitel Singapore City Centre is the crowning glory of the Guoco Tower integrated development and the country’s newest and most-sought after venue for weddings and social events. Wallich Ballroom The Wallich Ballroom is the piè",9 Wallich Street,beverly.goh@sofitel.com,https://www.facebook.com/SofitelSingaporeCityCentre/,$2204–$2254,$2084–$2254,8–32,https://www.instagram.com/sofitelsingaporecitycentre/,,,–,Sofitel Singapore City Centre,"[""https://singaporebrides.com/d/system/documents/contents/000/001/226/original/Wedding_E_Flyer_2025_-_2026.pdf?1760321494"", ""https://singaporebrides.com/d/system/documents/contents/000/001/227/original/Wedding_Venue_Rental_Package_2025_-_2026.pdf?1760321520""]",6428 5049,$2444–$2494,$2324–$2494,8–32,sofitel-singapore-city-centre,$2204–$2254,$2084–$2254,8–32,https://singaporebrides.com/d/sofitel-singapore-city-centre/,,https://www.sofitel-singapore-citycentre.com/weddings/
"P erched atop a hill overlooking the South China Sea, Sofitel Singapore Sentosa sets the stage for a truly memorable wedding in Sentosa. Be it pledging your love in an outdoor pet-friendly setting with a panoramic sea view, or holding your wedding banquet in a ballroom with natural daylight illuminating indoor spaces, the hotel is a popular choice for its unique location. Opt for the sea-facing and sprawling Spice Island Point, where FurKids are welcome as part of the outdoor solemnisation ceremony, or our exclusive Villa du Jardin with its own swimming pool and garden, both perfect venues to hold a romantic solemnisation on the island. After your vows have been exchanged, proceed to the lawn for a cocktail and canapé reception before a banquet is held in either Straits Ballroom or Saffron Ballroom. The former, which is the larger of the two pillarless ballrooms, can accommodate up to 280. From traditional banquets that are close to nature, to spectacular outdoor venues catered to your",2 Bukit Manis Road Sentosa,h9474@sofitel.com,https://www.facebook.com/SofitelSingaporeSentosa/,$2324–$3213,$2144–$2974,5–24,https://www.instagram.com/sofitelsingaporesentosa/,$2192–$3213,$2144–$2974,5–24,Sofitel Singapore Sentosa Resort & Spa,"[""https://singaporebrides.com/d/system/documents/contents/000/001/592/original/Sofitel-Singapore-Sentosa-Resort-Spa-2026-Weddings_Solemnisation.pdf?1756259251"", ""https://singaporebrides.com/d/system/documents/contents/000/001/593/original/Sofitel-Singapore-Sentosa-Resort-Spa-2026-Weddings_Wedding-at-The-Cliff.pdf?1756259279"", ""https://singaporebrides.com/d/system/documents/contents/000/001/594/original/Sofitel-Singapore-Sentosa-Resort-Spa-2026-Weddings_Wedding-Lunch.pdf?1756259323"", ""https://singaporebrides.com/d/system/documents/contents/000/001/595/original/Sofitel-Singapore-Sentosa-Resort-Spa-2026-Weddings_Malay-Wedding.pdf?1756259356"", ""https://singaporebrides.com/d/system/documents/contents/000/001/596/original/Sofitel-Singapore-Sentosa-Resort-Spa-2026-Weddings_Weekday-Wedding-Dinner.pdf?1756259388"", ""https://singaporebrides.com/d/system/documents/contents/000/001/597/original/Sofitel-Singapore-Sentosa-Resort-Spa-2026-Weddings_Friday-Sunday-Wedding-Dinner.pdf?1756259412"", ""https://singaporebrides.com/d/system/documents/contents/000/001/598/original/Sofitel-Singapore-Sentosa-Resort-Spa-2026-Weddings_Saturday-Wedding-Dinner.pdf?1756259443"", ""https://singaporebrides.com/d/system/documents/contents/000/001/721/original/Sofitel-Singapore-Sentosa-Resort-Spa-2027-Weddings-_Solemnisation.pdf?1776821659"", ""https://singaporebrides.com/d/system/documents/contents/000/001/722/original/Sofitel-Singapore-Sentosa-Resort-Spa-2027-Weddings-_Wedding-at-The-Cliff.pdf?1776821706"", ""https://singaporebrides.com/d/system/documents/contents/000/001/723/original/Sofitel-Singapore-Sentosa-Resort-Spa-2027-Weddings-_Wedding-Lunch.pdf?1776821733"", ""https://singaporebrides.com/d/system/documents/contents/000/001/724/original/Sofitel-Singapore-Sentosa-Resort-Spa-2027-Weddings-_Malay-Wedding.pdf?1776821762"", ""https://singaporebrides.com/d/system/documents/contents/000/001/725/original/Sofitel-Singapore-Sentosa-Resort-Spa-2027-Weddings-_Weekday-Wedding-Dinner.pdf?1776821792"", ""https://singaporebrides.com/d/system/documents/contents/000/001/726/original/Sofitel-Singapore-Sentosa-Resort-Spa-2027-Weddings-_Friday-Sunday-Wedding-Dinner.pdf?1776821818"", ""https://singaporebrides.com/d/system/documents/contents/000/001/727/original/Sofitel-Singapore-Sentosa-Resort-Spa-2027-Weddings-_Saturday-Wedding-Dinner.pdf?1776821853""]",6708 8310,$2384–$3213,$2144–$2974,5–24,sofitel-singapore-sentosa-resort-spa,$2324–$3213,$2144–$2974,5–24,https://singaporebrides.com/d/sofitel-singapore-sentosa-resort-spa/,,http://www.sofitelsingaporesentosa.com
,"52-56 Upper Cross St, Singapore 058348",resevations@springcourt.com.sg,,$1065–$1664,$1065–$1664,12–18,,$1065–$1664,$1065–$1664,12–18,Spring Court,,6449 5030,$1065–$1664,$1065–$1664,12–18,,$1065–$1664,$1065–$1664,12–18,,,
,"2 Gunner Lane, Palawan Ridge",info.tbh@fareast.com.sg,,$7794–$7794,,20–26,,$7794–$7794,,20–26,The Barracks Hotel Sentosa,,6722 0802,$7794–$7794,,20–26,,$7794–$7794,,20–26,,,
"L ocated in Singapore's downtown and charming civic and cultural district, The Capitol Kempinski Hotel Singapore is housed in two beautifully conserved architectures - Capitol Building and Stamford House. Singapore's premier address of Timeless Heritage promises luxury at its finest. The hotel features 155 guestrooms and suites, a lobby lounge, an outdoor saltwater relaxation pool, a fitness centre and spa, and an exclusive event space, as well as a bespoke bar and a signature restaurant helmed by a Michelin-starred chef. An occasion as special as your wedding day requires a special type of venue: The Atelier Featuring a wooden pitched ceiling reminiscent of an attic and an 18-metre hand-painted Chinoiserie designer wallpaper by de Gournay, The Atelier is an exquisite event space of discerning style and elegance. The event space accommodates up to a maximum of 10 round tables for a wedding setup and connects to a spacious pre-function hall, with an open show kitchen for a theatrical ex",15 Stamford Road,weddings.singapore@kempinski.com,https://www.facebook.com/thecapitolkempinski/,$3453–$4652,$3093–$4652,8–30,https://www.instagram.com/capitolkempinski/,$3453–$4652,$3093–$4652,8–30,The Capitol Kempinski Hotel Singapore,"[""https://singaporebrides.com/d/system/documents/contents/000/001/552/original/The_Capitol_Theatre_Wedding_Package_2026.pdf?1777961958"", ""https://singaporebrides.com/d/system/documents/contents/000/001/553/original/15_Stamford_Wedding_Lunch_Package_2026.pdf?1777961999"", ""https://singaporebrides.com/d/system/documents/contents/000/001/728/original/15_Stamford_Wedding_Dinner_Package_2026.pdf?1777962030"", ""https://singaporebrides.com/d/system/documents/contents/000/001/555/original/The_Atelier_Wedding_Lunch_Package_2026.pdf?1777962134"", ""https://singaporebrides.com/d/system/documents/contents/000/001/729/original/The_Atelier_Wedding_Dinner_Package_2026.pdf?1777962160""]",6715 6824,$3453–$4652,$3093–$4652,8–30,the-capitol-kempinski-hotel-singapore,$3453–$4652,$3093–$4652,8–30,https://singaporebrides.com/d/the-capitol-kempinski-hotel-singapore/,,https://www.kempinski.com/en/singapore/the-capitol-singapore/meetings/
,48 Boon Lay Way,sales@chevrons.org.sg,,$1233–$1424,$1233–$1424,5–48,,$1233–$1424,$1233–$1424,5–48,The Chevrons @ Jurong East,,6668 8865,$1233–$1424,$1233–$1424,5–48,,$1233–$1424,$1233–$1424,5–48,,,
"C elebrate your special milestone at The Fullerton Bay Hotel Singapore, where the past, present and future converge. Flanked by the glistening Marina Bay waterfront, the five-star hotel is famed for its award-winning blend of historic architecture, world-class hospitality and state-of-the-art amenities. The Clifford Pier Start the new chapter of your love story amidst the timeless romance and charm of The Clifford Pier. A historic meeting point that once witnessed countless arrivals to Singapore by ship, its iconic arches hold precious tales of bright beginnings. Let your fairytale ceremony unfold beneath its beautiful high ceilings — bathed in sunlight by day, steeped in magical grandeur by night. Maximum capacity: 280 pax Floating Event Pods Built over water, our three floating event pods present an exclusive setting for your private wedding ceremony, right in the heart of the city. Reminiscent of trading boats that once docked at the Pier, the pods are named Compass, Voyage and Port",80 Collyer Quay,weddings@fullertonhotels.com,https://www.facebook.com/fullertonbayhotelsg,$3573–$3573,$3333–$3333,15–28,https://www.instagram.com/fullertonbayhotelsg/,$3573–$3573,$3333–$3333,15–28,The Clifford Pier @ The Fullerton Bay Hotel,,6877 8968,$3573–$3573,$3333–$3333,15–28,the-fullerton-bay-hotel-singapore,$3573–$3573,$3333–$3333,15–28,https://singaporebrides.com/d/the-fullerton-bay-hotel-singapore/,,https://www.fullertonhotels.com/
"T he Fullerton Hotel Singapore Create memories to last a lifetime at The Fullerton Hotel Singapore, which has been gazetted as Singapore’s 71st National Monument. Your celebration of romance begins on the historic grounds of The Fullerton Hotel, where old world charm meets contemporary elegance. Nestled by the Singapore River with a majestic Palladian façade, The Fullerton Hotel exudes heritage and grandeur, providing the perfect setting for your lavish banquet or intimate wedding solemnisation. The Ballroom With sweeping staircases, The Ballroom at The Fullerton Hotel Singapore guarantees a refined entrance that is superbly grand - befitting of wedding couples, luminaries and official guests. Located at the lower lobby, its elegant décor and ambience sets the stage for your most important occasions. The Ballroom can accommodate up to 480 guests in a banquet setting and has a large adjoining pre-function area that is ideal for a cocktail prior to the main event. The Ballroom can also b",1 Fullerton Square,weddings@fullertonhotels.com,https://www.facebook.com/TheFullertonHotel/,$2854–$2854,$2734–$2734,10–48,https://www.instagram.com/fullertonhotelsg/,$2734–$2734,$2734–$2734,10–48,The Fullerton Hotel Singapore,,6877 8968,$2974–$2974,$2734–$2734,10–48,the-fullerton-hotel-singapore,$2854–$2854,$2734–$2734,10–48,https://singaporebrides.com/d/the-fullerton-hotel-singapore/,,https://www.fullertonhotels.com/
"B egin your forever at The Outpost Hotel Sentosa, an intimate island hideaway that blends timeless romance with modern elegance. Located on Level 2 of a beautifully restored heritage building at the Events Centre, REVELRY HALL is a stunning ballroom crafted for grand celebrations. With its spacious, pillar-less layout, high ceilings, elegant chandeliers, and an ensuite bridal changing room, it offers a sophisticated setting for celebrations of up to 160 guests. Set within the same precinct, The Outpost Hotel Sentosa shares a thoughtfully curated selection of wedding venues with its sister properties – Village Hotel Sentosa, Oasia Resort Sentosa and The Barracks Hotel Sentosa. For intimate and romantic solemnisations, choose from charming outdoor spaces such as the OUTDOOR PAVILION or the HERITAGE COURTYARD. Looking for something grander? Celebrate in style at the contemporary THE COMMUNE (up to 320 guests), or exchange vows in a picture-perfect garden setting with a glasshouse marquee ","10 Artillery Avenue, Palawan Ridge",events.sentosa@fareast.com.sg,https://www.facebook.com/TheOutpostHotel/,$2180–$2180,$2180–$2180,12–16,https://www.instagram.com/theoutposthotel/,$2180–$2180,$2180–$2180,12–16,The Outpost Hotel Sentosa,"[""https://singaporebrides.com/d/system/documents/contents/000/001/570/original/2026_2027_Wedding_Dinner_Package.pdf?1773628968""]",6512 2202,$2623–$2623,$2623–$2623,12–16,the-outpost-hotel-sentosa,$2623–$2623,$2623–$2623,12–16,https://singaporebrides.com/d/the-outpost-hotel-sentosa/,"[""https://www.youtube.com/@StayFarEasthospitality""]",https://www.TheOutpostHotel.com.sg
,7 Raffles Avenue,lixian.neo@ritzcarlton.com,,$2854–$3573,$2494–$2734,6–90,,$2854–$3573,$2494–$2734,6–90,"The Ritz Carlton, Millenia Singapore",,6434 5021,$2854–$3573,$2494–$2734,6–90,,$2854–$3573,$2494–$2734,6–90,,,
